product,contract_type,contract_role,symbol_or_contract,period,expected_start,expected_end,actual_min,actual_max,status,gap_start,gap_end,quality_status,file_path,recommended_action,segment_contract,segment_start,segment_end
wr,roll,actual_contract,WR1604,1d,2009-03-27,2026-07-10,,,missing_segment,2015-10-16,2016-04-15,,,actual_contract_roll_write,WR1604,2015-10-16,2016-04-15
wr,roll,actual_contract,WR1605,1d,2009-03-27,2026-07-10,,,missing_segment,2016-04-18,2016-05-16,,,actual_contract_roll_write,WR1605,2016-04-18,2016-05-16
wr,roll,actual_contract,WR1606,1d,2009-03-27,2026-07-10,,,missing_segment,2016-05-17,2016-06-15,,,actual_contract_roll_write,WR1606,2016-05-17,2016-06-15
wr,roll,actual_contract,WR1607,1d,2009-03-27,2026-07-10,,,missing_segment,2016-06-16,2016-07-15,,,actual_contract_roll_write,WR1607,2016-06-16,2016-07-15
wr,roll,actual_contract,WR1610,1d,2009-03-27,2026-07-10,,,missing_segment,2016-07-18,2016-10-17,,,actual_contract_roll_write,WR1610,2016-07-18,2016-10-17
wr,roll,actual_contract,WR1611,1d,2009-03-27,2026-07-10,,,missing_segment,2016-10-18,2016-11-15,,,actual_contract_roll_write,WR1611,2016-10-18,2016-11-15
wr,roll,actual_contract,WR1612,1d,2009-03-27,2026-07-10,,,missing_segment,2016-11-16,2016-12-15,,,actual_contract_roll_write,WR1612,2016-11-16,2016-12-15
wr,roll,actual_contract,WR1701,1d,2009-03-27,2026-07-10,,,missing_segment,2016-12-16,2017-01-16,,,actual_contract_roll_write,WR1701,2016-12-16,2017-01-16
wr,roll,actual_contract,WR1702,1d,2009-03-27,2026-07-10,,,missing_segment,2017-01-17,2017-02-15,,,actual_contract_roll_write,WR1702,2017-01-17,2017-02-15
wr,roll,actual_contract,WR1703,1d,2009-03-27,2026-07-10,,,missing_segment,2017-02-16,2017-03-15,,,actual_contract_roll_write,WR1703,2017-02-16,2017-03-15
wr,roll,actual_contract,WR1712,1d,2009-03-27,2026-07-10,,,missing_segment,2017-03-16,2017-04-26,,,actual_contract_roll_write,WR1712,2017-03-16,2017-04-26
wr,roll,actual_contract,WR1710,1d,2009-03-27,2026-07-10,,,missing_segment,2017-04-27,2017-10-16,,,actual_contract_roll_write,WR1710,2017-04-27,2017-10-16
wr,roll,actual_contract,WR1711,1d,2009-03-27,2026-07-10,,,missing_segment,2017-10-17,2017-11-15,,,actual_contract_roll_write,WR1711,2017-10-17,2017-11-15
wr,roll,actual_contract,WR1801,1d,2009-03-27,2026-07-10,,,missing_segment,2017-11-16,2018-01-15,,,actual_contract_roll_write,WR1801,2017-11-16,2018-01-15
wr,roll,actual_contract,WR1802,1d,2009-03-27,2026-07-10,,,missing_segment,2018-01-16,2018-02-09,,,actual_contract_roll_write,WR1802,2018-01-16,2018-02-09
wr,roll,actual_contract,WR1803,1d,2009-03-27,2026-07-10,,,missing_segment,2018-02-12,2018-03-15,,,actual_contract_roll_write,WR1803,2018-02-12,2018-03-15
wr,roll,actual_contract,WR1804,1d,2009-03-27,2026-07-10,,,missing_segment,2018-03-16,2018-04-16,,,actual_contract_roll_write,WR1804,2018-03-16,2018-04-16
wr,roll,actual_contract,WR1805,1d,2009-03-27,2026-07-10,,,missing_segment,2018-04-17,2018-05-15,,,actual_contract_roll_write,WR1805,2018-04-17,2018-05-15
wr,roll,actual_contract,WR1806,1d,2009-03-27,2026-07-10,,,missing_segment,2018-05-16,2018-06-15,,,actual_contract_roll_write,WR1806,2018-05-16,2018-06-15
wr,roll,actual_contract,WR1807,1d,2009-03-27,2026-07-10,,,missing_segment,2018-06-19,2018-07-16,,,actual_contract_roll_write,WR1807,2018-06-19,2018-07-16
wr,roll,actual_contract,WR1808,1d,2009-03-27,2026-07-10,,,missing_segment,2018-07-17,2018-08-15,,,actual_contract_roll_write,WR1808,2018-07-17,2018-08-15
wr,roll,actual_contract,WR1809,1d,2009-03-27,2026-07-10,,,missing_segment,2018-08-16,2018-08-31,,,actual_contract_roll_write,WR1809,2018-08-16,2018-08-31
wr,roll,actual_contract,WR1903,1d,2009-03-27,2026-07-10,,,missing_segment,2018-10-16,2018-10-16,,,actual_contract_roll_write,WR1903,2018-10-16,2018-10-16
wr,roll,actual_contract,WR1905,1d,2009-03-27,2026-07-10,,,missing_segment,2018-10-17,2019-05-13,,,actual_contract_roll_write,WR1905,2018-10-17,2019-05-13
wr,roll,actual_contract,WR1907,1d,2009-03-27,2026-07-10,,,missing_segment,2019-05-14,2019-07-15,,,actual_contract_roll_write,WR1907,2019-05-14,2019-07-15
wr,roll,actual_contract,WR1910,1d,2009-03-27,2026-07-10,,,missing_segment,2019-07-16,2019-10-14,,,actual_contract_roll_write,WR1910,2019-07-16,2019-10-14
wr,roll,actual_contract,WR2001,1d,2009-03-27,2026-07-10,2020-01-02,2020-01-15,partial_segment,2019-10-15,2020-01-15,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=WR2001/WR2001_1d_20200102_20200115.parquet,actual_contract_roll_write,WR2001,2019-10-15,2020-01-15
wr,roll,actual_contract,WR2010,1d,2009-03-27,2026-07-10,2020-01-16,2020-03-20,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=WR2010/WR2010_1d_20200116_20200320.parquet,none,WR2010,2020-01-16,2020-03-20
wr,roll,actual_contract,WR2005,1d,2009-03-27,2026-07-10,2020-03-23,2020-05-15,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=WR2005/WR2005_1d_20200323_20200515.parquet,none,WR2005,2020-03-23,2020-05-15
wr,roll,actual_contract,WR2101,1d,2009-03-27,2026-07-10,2020-05-18,2020-12-18,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=WR2101/WR2101_1d_20200518_20201218.parquet,none,WR2101,2020-05-18,2020-12-18
wr,roll,actual_contract,WR2105,1d,2009-03-27,2026-07-10,2020-12-21,2021-05-10,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=WR2105/WR2105_1d_20201221_20210510.parquet,none,WR2105,2020-12-21,2021-05-10
wr,roll,actual_contract,WR2110,1d,2009-03-27,2026-07-10,2021-05-11,2021-09-30,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=WR2110/WR2110_1d_20210511_20210930.parquet,none,WR2110,2021-05-11,2021-09-30
wr,roll,actual_contract,WR2202,1d,2009-03-27,2026-07-10,2021-10-08,2022-02-15,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=WR2202/WR2202_1d_20211008_20220215.parquet,none,WR2202,2021-10-08,2022-02-15
wr,roll,actual_contract,WR2205,1d,2009-03-27,2026-07-10,2022-02-16,2022-05-16,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=WR2205/WR2205_1d_20220216_20220516.parquet,none,WR2205,2022-02-16,2022-05-16
wr,roll,actual_contract,WR2210,1d,2009-03-27,2026-07-10,2022-05-17,2022-10-11,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=WR2210/WR2210_1d_20220517_20221011.parquet,none,WR2210,2022-05-17,2022-10-11
wr,roll,actual_contract,WR2301,1d,2009-03-27,2026-07-10,2023-01-03,2023-01-06,partial_segment,2022-10-12,2023-01-06,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=WR2301/WR2301_1d_20230103_20230106.parquet,actual_contract_roll_write,WR2301,2022-10-12,2023-01-06
wr,roll,actual_contract,WR2305,1d,2009-03-27,2026-07-10,2023-01-09,2023-05-08,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=WR2305/WR2305_1d_20230109_20230508.parquet,none,WR2305,2023-01-09,2023-05-08
wr,roll,actual_contract,WR2310,1d,2009-03-27,2026-07-10,2023-05-09,2023-10-16,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=WR2310/WR2310_1d_20230509_20231016.parquet,none,WR2310,2023-05-09,2023-10-16
wr,roll,actual_contract,WR2401,1d,2009-03-27,2026-07-10,2023-10-17,2024-01-03,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=WR2401/WR2401_1d_20231017_20240103.parquet,none,WR2401,2023-10-17,2024-01-03
wr,roll,actual_contract,WR2405,1d,2009-03-27,2026-07-10,2024-01-04,2024-05-06,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=WR2405/WR2405_1d_20240104_20240506.parquet,none,WR2405,2024-01-04,2024-05-06
wr,roll,actual_contract,WR2409,1d,2009-03-27,2026-07-10,,,missing_segment,2024-05-07,2024-09-18,,,actual_contract_roll_write,WR2409,2024-05-07,2024-09-18
wr,roll,actual_contract,WR2410,1d,2009-03-27,2026-07-10,2024-09-19,2024-09-30,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=WR2410/WR2410_1d_20240919_20240930.parquet,none,WR2410,2024-09-19,2024-09-30
wr,roll,actual_contract,WR2501,1d,2009-03-27,2026-07-10,2024-10-08,2024-12-31,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=WR2501/WR2501_1d_20241008_20241231.parquet,none,WR2501,2024-10-08,2024-12-31
wr,roll,actual_contract,WR2505,1d,2009-03-27,2026-07-10,2025-01-02,2025-05-14,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=WR2505/WR2505_1d_20250102_20250514.parquet,none,WR2505,2025-01-02,2025-05-14
wr,roll,actual_contract,WR2510,1d,2009-03-27,2026-07-10,2025-05-15,2025-09-30,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=WR2510/WR2510_1d_20250515_20250930.parquet,none,WR2510,2025-05-15,2025-09-30
wr,roll,actual_contract,WR2601,1d,2009-03-27,2026-07-10,2025-10-09,2026-01-05,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=WR2601/WR2601_1d_20251009_20260105.parquet,none,WR2601,2025-10-09,2026-01-05
wr,roll,actual_contract,WR2607,1d,2009-03-27,2026-07-10,2026-01-06,2026-01-12,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=WR2607/WR2607_1d_20260106_20260112.parquet,none,WR2607,2026-01-06,2026-01-12
wr,roll,actual_contract,WR2605,1d,2009-03-27,2026-07-10,2026-01-13,2026-05-13,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=WR2605/WR2605_1d_20260113_20260513.parquet,none,WR2605,2026-01-13,2026-05-13
wr,roll,actual_contract,WR2609,1d,2009-03-27,2026-07-10,2026-04-01,2026-07-07,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=WR2609/WR2609_1d_20260401_20260707.parquet,none,WR2609,2026-05-14,2026-07-07
wr,roll,actual_contract,WR0909,1w,2009-03-27,2026-07-10,,,missing_segment,2009-03-27,2009-07-29,,,actual_contract_roll_write,WR0909,2009-03-27,2009-07-29
wr,roll,actual_contract,WR0910,1w,2009-03-27,2026-07-10,,,missing_segment,2009-07-30,2009-08-14,,,actual_contract_roll_write,WR0910,2009-07-30,2009-08-14
wr,roll,actual_contract,WR0911,1w,2009-03-27,2026-07-10,,,missing_segment,2009-08-17,2009-10-13,,,actual_contract_roll_write,WR0911,2009-08-17,2009-10-13
wr,roll,actual_contract,WR0912,1w,2009-03-27,2026-07-10,,,missing_segment,2009-10-14,2009-10-19,,,actual_contract_roll_write,WR0912,2009-10-14,2009-10-19
wr,roll,actual_contract,WR1001,1w,2009-03-27,2026-07-10,,,missing_segment,2009-10-20,2009-11-10,,,actual_contract_roll_write,WR1001,2009-10-20,2009-11-10
wr,roll,actual_contract,WR1002,1w,2009-03-27,2026-07-10,,,missing_segment,2009-11-11,2009-12-22,,,actual_contract_roll_write,WR1002,2009-11-11,2009-12-22
wr,roll,actual_contract,WR1005,1w,2009-03-27,2026-07-10,,,missing_segment,2009-12-23,2010-05-17,,,actual_contract_roll_write,WR1005,2009-12-23,2010-05-17
wr,roll,actual_contract,WR1010,1w,2009-03-27,2026-07-10,,,missing_segment,2010-05-18,2010-09-29,,,actual_contract_roll_write,WR1010,2010-05-18,2010-09-29
wr,roll,actual_contract,WR1108,1w,2009-03-27,2026-07-10,,,missing_segment,2010-09-30,2010-10-20,,,actual_contract_roll_write,WR1108,2010-09-30,2010-10-20
wr,roll,actual_contract,WR1011,1w,2009-03-27,2026-07-10,,,missing_segment,2010-10-21,2010-10-25,,,actual_contract_roll_write,WR1011,2010-10-21,2010-10-25
wr,roll,actual_contract,WR1101,1w,2009-03-27,2026-07-10,,,missing_segment,2010-10-26,2010-11-19,,,actual_contract_roll_write,WR1101,2010-10-26,2010-11-19
wr,roll,actual_contract,WR1105,1w,2009-03-27,2026-07-10,,,missing_segment,2010-11-22,2011-01-21,,,actual_contract_roll_write,WR1105,2010-11-22,2011-01-21
wr,roll,actual_contract,WR1111,1w,2009-03-27,2026-07-10,,,missing_segment,2011-01-24,2011-04-25,,,actual_contract_roll_write,WR1111,2011-01-24,2011-04-25
wr,roll,actual_contract,WR1110,1w,2009-03-27,2026-07-10,,,missing_segment,2011-04-26,2011-10-17,,,actual_contract_roll_write,WR1110,2011-04-26,2011-10-17
wr,roll,actual_contract,WR1206,1w,2009-03-27,2026-07-10,,,missing_segment,2011-10-18,2012-06-04,,,actual_contract_roll_write,WR1206,2011-10-18,2012-06-04
wr,roll,actual_contract,WR1210,1w,2009-03-27,2026-07-10,,,missing_segment,2012-06-05,2012-07-30,,,actual_contract_roll_write,WR1210,2012-06-05,2012-07-30
wr,roll,actual_contract,WR1301,1w,2009-03-27,2026-07-10,,,missing_segment,2012-07-31,2012-12-11,,,actual_contract_roll_write,WR1301,2012-07-31,2012-12-11
wr,roll,actual_contract,WR1305,1w,2009-03-27,2026-07-10,,,missing_segment,2012-12-12,2013-02-22,,,actual_contract_roll_write,WR1305,2012-12-12,2013-02-22
wr,roll,actual_contract,WR1310,1w,2009-03-27,2026-07-10,,,missing_segment,2013-02-25,2013-04-19,,,actual_contract_roll_write,WR1310,2013-02-25,2013-04-19
wr,roll,actual_contract,WR1309,1w,2009-03-27,2026-07-10,,,missing_segment,2013-04-22,2013-04-26,,,actual_contract_roll_write,WR1309,2013-04-22,2013-04-26
wr,roll,actual_contract,WR1403,1w,2009-03-27,2026-07-10,,,missing_segment,2013-05-02,2013-05-20,,,actual_contract_roll_write,WR1403,2013-05-02,2013-05-20
wr,roll,actual_contract,WR1402,1w,2009-03-27,2026-07-10,2013-05-31,2014-02-14,partial_segment,2013-05-21,2014-02-17,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1402/WR1402_1w_20130521_20140217.parquet,actual_contract_roll_write,WR1402,2013-05-21,2014-02-17
wr,roll,actual_contract,WR1409,1w,2009-03-27,2026-07-10,2014-02-28,2014-09-12,partial_segment,2014-02-18,2014-09-15,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1409/WR1409_1w_20140218_20140915.parquet,actual_contract_roll_write,WR1409,2014-02-18,2014-09-15
wr,roll,actual_contract,WR1504,1w,2009-03-27,2026-07-10,2014-09-26,2015-04-10,partial_segment,2014-09-16,2015-04-15,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1504/WR1504_1w_20140916_20150415.parquet,actual_contract_roll_write,WR1504,2014-09-16,2015-04-15
wr,roll,actual_contract,WR1510,1w,2009-03-27,2026-07-10,2015-04-24,2015-10-09,partial_segment,2015-04-16,2015-10-15,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1510/WR1510_1w_20150416_20151015.parquet,actual_contract_roll_write,WR1510,2015-04-16,2015-10-15
wr,roll,actual_contract,WR1604,1w,2009-03-27,2026-07-10,2015-10-23,2016-04-15,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1604/WR1604_1w_20151016_20160415.parquet,none,WR1604,2015-10-16,2016-04-15
wr,roll,actual_contract,WR1605,1w,2009-03-27,2026-07-10,2016-04-22,2016-05-13,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1605/WR1605_1w_20160418_20160516.parquet,none,WR1605,2016-04-18,2016-05-16
wr,roll,actual_contract,WR1606,1w,2009-03-27,2026-07-10,2016-05-27,2016-06-08,partial_segment,2016-05-17,2016-06-15,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1606/WR1606_1w_20160517_20160615.parquet,actual_contract_roll_write,WR1606,2016-05-17,2016-06-15
wr,roll,actual_contract,WR1607,1w,2009-03-27,2026-07-10,2016-06-24,2016-07-15,partial_segment,2016-06-16,2016-07-15,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1607/WR1607_1w_20160616_20160715.parquet,actual_contract_roll_write,WR1607,2016-06-16,2016-07-15
wr,roll,actual_contract,WR1610,1w,2009-03-27,2026-07-10,2016-07-22,2016-10-14,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1610/WR1610_1w_20160718_20161017.parquet,none,WR1610,2016-07-18,2016-10-17
wr,roll,actual_contract,WR1611,1w,2009-03-27,2026-07-10,2016-10-28,2016-11-11,partial_segment,2016-10-18,2016-11-15,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1611/WR1611_1w_20161018_20161115.parquet,actual_contract_roll_write,WR1611,2016-10-18,2016-11-15
wr,roll,actual_contract,WR1612,1w,2009-03-27,2026-07-10,2016-11-25,2016-12-09,partial_segment,2016-11-16,2016-12-15,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1612/WR1612_1w_20161116_20161215.parquet,actual_contract_roll_write,WR1612,2016-11-16,2016-12-15
wr,roll,actual_contract,WR1701,1w,2009-03-27,2026-07-10,2016-12-23,2017-01-13,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1701/WR1701_1w_20161216_20170116.parquet,none,WR1701,2016-12-16,2017-01-16
wr,roll,actual_contract,WR1702,1w,2009-03-27,2026-07-10,2017-01-26,2017-02-10,partial_segment,2017-01-17,2017-02-15,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1702/WR1702_1w_20170117_20170215.parquet,actual_contract_roll_write,WR1702,2017-01-17,2017-02-15
wr,roll,actual_contract,WR1703,1w,2009-03-27,2026-07-10,2017-02-24,2017-03-10,partial_segment,2017-02-16,2017-03-15,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1703/WR1703_1w_20170216_20170315.parquet,actual_contract_roll_write,WR1703,2017-02-16,2017-03-15
wr,roll,actual_contract,WR1712,1w,2009-03-27,2026-07-10,2017-03-24,2017-04-21,partial_segment,2017-03-16,2017-04-26,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1712/WR1712_1w_20170316_20170426.parquet,actual_contract_roll_write,WR1712,2017-03-16,2017-04-26
wr,roll,actual_contract,WR1710,1w,2009-03-27,2026-07-10,2017-05-05,2017-10-13,partial_segment,2017-04-27,2017-10-16,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1710/WR1710_1w_20170427_20171016.parquet,actual_contract_roll_write,WR1710,2017-04-27,2017-10-16
wr,roll,actual_contract,WR1711,1w,2009-03-27,2026-07-10,2017-10-27,2017-11-10,partial_segment,2017-10-17,2017-11-15,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1711/WR1711_1w_20171017_20171115.parquet,actual_contract_roll_write,WR1711,2017-10-17,2017-11-15
wr,roll,actual_contract,WR1801,1w,2009-03-27,2026-07-10,2017-11-24,2018-01-12,partial_segment,2017-11-16,2018-01-15,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1801/WR1801_1w_20171116_20180115.parquet,actual_contract_roll_write,WR1801,2017-11-16,2018-01-15
wr,roll,actual_contract,WR1802,1w,2009-03-27,2026-07-10,2018-01-26,2018-02-09,partial_segment,2018-01-16,2018-02-09,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1802/WR1802_1w_20180116_20180209.parquet,actual_contract_roll_write,WR1802,2018-01-16,2018-02-09
wr,roll,actual_contract,WR1803,1w,2009-03-27,2026-07-10,2018-02-14,2018-03-09,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1803/WR1803_1w_20180212_20180315.parquet,none,WR1803,2018-02-12,2018-03-15
wr,roll,actual_contract,WR1804,1w,2009-03-27,2026-07-10,2018-03-23,2018-04-13,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1804/WR1804_1w_20180316_20180416.parquet,none,WR1804,2018-03-16,2018-04-16
wr,roll,actual_contract,WR1805,1w,2009-03-27,2026-07-10,2018-04-27,2018-05-11,partial_segment,2018-04-17,2018-05-15,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1805/WR1805_1w_20180417_20180515.parquet,actual_contract_roll_write,WR1805,2018-04-17,2018-05-15
wr,roll,actual_contract,WR1806,1w,2009-03-27,2026-07-10,2018-05-25,2018-06-15,partial_segment,2018-05-16,2018-06-15,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1806/WR1806_1w_20180516_20180615.parquet,actual_contract_roll_write,WR1806,2018-05-16,2018-06-15
wr,roll,actual_contract,WR1807,1w,2009-03-27,2026-07-10,2018-06-22,2018-07-13,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1807/WR1807_1w_20180619_20180716.parquet,none,WR1807,2018-06-19,2018-07-16
wr,roll,actual_contract,WR1808,1w,2009-03-27,2026-07-10,2018-07-27,2018-08-10,partial_segment,2018-07-17,2018-08-15,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1808/WR1808_1w_20180717_20180815.parquet,actual_contract_roll_write,WR1808,2018-07-17,2018-08-15
wr,roll,actual_contract,WR1809,1w,2009-03-27,2026-07-10,2018-08-24,2018-08-31,partial_segment,2018-08-16,2018-08-31,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1809/WR1809_1w_20180816_20180831.parquet,actual_contract_roll_write,WR1809,2018-08-16,2018-08-31
wr,roll,actual_contract,WR1903,1w,2009-03-27,2026-07-10,,,missing_segment,2018-10-16,2018-10-16,,,actual_contract_roll_write,WR1903,2018-10-16,2018-10-16
wr,roll,actual_contract,WR1905,1w,2009-03-27,2026-07-10,2018-10-26,2019-05-10,partial_segment,2018-10-17,2019-05-13,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1905/WR1905_1w_20181017_20190513.parquet,actual_contract_roll_write,WR1905,2018-10-17,2019-05-13
wr,roll,actual_contract,WR1907,1w,2009-03-27,2026-07-10,2019-05-24,2019-07-12,partial_segment,2019-05-14,2019-07-15,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1907/WR1907_1w_20190514_20190715.parquet,actual_contract_roll_write,WR1907,2019-05-14,2019-07-15
wr,roll,actual_contract,WR1910,1w,2009-03-27,2026-07-10,2019-07-26,2019-10-11,partial_segment,2019-07-16,2019-10-14,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR1910/WR1910_1w_20190716_20191014.parquet,actual_contract_roll_write,WR1910,2019-07-16,2019-10-14
wr,roll,actual_contract,WR2001,1w,2009-03-27,2026-07-10,2020-01-10,2020-01-10,partial_segment,2019-10-15,2020-01-15,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR2001/WR2001_1w_20200102_20200115.parquet,actual_contract_roll_write,WR2001,2019-10-15,2020-01-15
wr,roll,actual_contract,WR2010,1w,2009-03-27,2026-07-10,2020-01-23,2020-03-20,covered,,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=wr/contract=WR2010/WR2010_1w_20200116_20200320.parquet,none,WR2010,2020-01-16,2020-03-20
