product,contract_code,period,market_data_file_id,data_version,quality_status,file_path,start_time,end_time,duplicate_group_size,decision,current_market_data_file_id
a,a.MAIN,60m,40886,rqdata_a_standard_60m_20230103_20260707_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_60m_20230103_20260707_v2.parquet,2023-01-03T10:00:00+00:00,2026-07-07T15:00:00+00:00,3,mark_superseded,56073
a,a.MAIN,60m,56073,rqdata_a_standard_60m_20230103_20260711_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_60m_20230103_20260711_v2.parquet,2023-01-03T10:00:00+00:00,2026-07-10T15:00:00+00:00,3,keep_primary,56073
a,a.MAIN,60m,71384,rqdata_a_standard_60m_20200102_20260711_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_60m_20200102_20260711_v2.parquet,2020-01-02T10:00:00+00:00,2026-07-10T15:00:00+00:00,3,mark_superseded,56073
ad,AD2609,15m,33607,rqdata_actual_contract_bars_ad_AD2609_15m_20260401_20260707_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ad/contract=AD2609/AD2609_15m_20260401_20260707.parquet,2026-03-31T21:15:00+00:00,2026-07-07T15:00:00+00:00,3,mark_superseded,47804
ad,AD2609,15m,33877,rq_acb_ad_AD2609_15m_20260401_20260707_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ad/contract=AD2609/AD2609_15m_20260401_20260707.parquet,2026-03-31T21:15:00+00:00,2026-07-07T15:00:00+00:00,3,mark_superseded,47804
ad,AD2609,15m,47804,rq_acb_ad_AD2609_15m_20260707_20260707_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ad/contract=AD2609/AD2609_15m_20260707_20260707.parquet,2026-07-06T21:15:00+00:00,2026-07-07T15:00:00+00:00,3,keep_primary,47804
ad,AD2609,1d,33610,rqdata_actual_contract_bars_ad_AD2609_1d_20260401_20260707_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ad/contract=AD2609/AD2609_1d_20260401_20260707.parquet,2026-04-01T15:00:00+00:00,2026-07-07T15:00:00+00:00,3,mark_superseded,33880
ad,AD2609,1d,33880,rq_acb_ad_AD2609_1d_20260401_20260707_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ad/contract=AD2609/AD2609_1d_20260401_20260707.parquet,2026-04-01T15:00:00+00:00,2026-07-07T15:00:00+00:00,3,keep_primary,33880
ad,AD2609,1d,41320,rq_acb_ad_AD2609_1d_20260707_20260707_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ad/contract=AD2609/AD2609_1d_20260707_20260707.parquet,2026-07-07T00:00:00+00:00,2026-07-07T00:00:00+00:00,3,mark_superseded,33880
ad,AD2609,1m,33605,rqdata_actual_contract_bars_ad_AD2609_1m_20260401_20260707_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ad/contract=AD2609/AD2609_1m_20260401_20260707.parquet,2026-03-31T21:01:00+00:00,2026-07-07T15:00:00+00:00,3,mark_superseded,47802
